Posting Type,# Of Positions,Business Title,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit
External,1,Food Service Manager,Health,F,56990,97000,Annual,"150 William Street, New York N",Administrative Services(Admin)
External,1,Executive Director,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,69940,180000,Annual,59-17 Junction Blvd Corona Ny,Air Resource/Asbestos
Internal,1,Executive Director,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,69940,180000,Annual,59-17 Junction Blvd Corona Ny,Air Resource/Asbestos
External,1,Director of Infrastructure and Support,"Technology, Data & Innovation",F,63031,140000,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
Internal,1,Director of Infrastructure and Support,"Technology, Data & Innovation",F,63031,140000,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
Internal,1,Director of Technical  Support,"Technology, Data & Innovation",F,56990,156829,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
External,1,Director of Technical  Support,"Technology, Data & Innovation",F,56990,156829,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
External,1,Executive Director,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,69940,180000,Annual,59-17 Junction Blvd Corona Ny,Air Resource/Asbestos
Internal,1,Executive Director,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,69940,180000,Annual,59-17 Junction Blvd Corona Ny,Air Resource/Asbestos
External,1,Cybersecurity Senior Project Manager,"Technology, Data & Innovation",,0,155000,Annual,255 Greenwich Street,Citywide Cybersecurity
Internal,1,Cybersecurity Senior Project Manager,"Technology, Data & Innovation",,0,155000,Annual,255 Greenwich Street,Citywide Cybersecurity
Internal,1,BOOKKEEPER,"Finance, Accounting, & Procurement",F,37243,49349,Annual,"31 Chambers St., N.Y.",Public Adminstrator-New York
External,1,Senior Lead Computational Designer,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,75000,87000,Annual,"120 Broadway, New York, NY",Urban Design
Internal,1,Senior Lead Computational Designer,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,75000,87000,Annual,"120 Broadway, New York, NY",Urban Design
Internal,1,Borough Planner,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,55000,62000,Annual,"120 Broadway, New York, NY",Manhattan Office
External,1,Borough Planner,"Communications & Intergovernmental Affairs Policy, Research & Analysis",F,55000,62000,Annual,"120 Broadway, New York, NY",Manhattan Office
Internal,2,Auto Body Worker,Building Operations & Maintenance,F,46993,60675,Annual,NYC - All Boroughs,RRM Fleet (Harper St)
External,2,Auto Body Worker,Building Operations & Maintenance,F,46993,60675,Annual,NYC - All Boroughs,RRM Fleet (Harper St)
External,1,Landscape Architect,"Engineering, Architecture, & Planning",F,65783,95270,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure
Internal,1,Landscape Architect,"Engineering, Architecture, & Planning",F,65783,95270,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure
Internal,1,Dynamics Developer,"Technology, Data & Innovation",,82884,106786,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
External,1,Dynamics Developer,"Technology, Data & Innovation",,82884,106786,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt"
External,1,Executive Director,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Admin Supp
Internal,1,Executive Director,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Admin Supp
External,1,ACCOUNTS PAYABLE COORDINATOR,Administration & Human Resources,F,54233,58404,Annual,165 Cadman Plaza East,Administration
Internal,1,ACCOUNTS PAYABLE COORDINATOR,Administration & Human Resources,F,54233,58404,Annual,165 Cadman Plaza East,Administration
Internal,1,"Division Chief, Premises Liability Claims",Legal Affairs,F,85000,95000,Annual,"1 Centre St., N.Y.",Law and Adjustment
External,1,"Division Chief, Premises Liability Claims",Legal Affairs,F,85000,95000,Annual,"1 Centre St., N.Y.",Law and Adjustment
External,1,Analyst  Service Desk & Operations / Operations,"Finance, Accounting, & Procurement Technology, Data & Innovation",F,60660,68244,Annual,255 Greenwich Street,Capital and MGMT Systems
Internal,1,Analyst  Service Desk & Operations / Operations,"Finance, Accounting, & Procurement Technology, Data & Innovation",F,60660,68244,Annual,255 Greenwich Street,Capital and MGMT Systems
Internal,1,Project Analyst,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,58152,74479,Annual,55 Water St Ny Ny,Permit Management
Internal,1,"Senior Supervising Attorney â€“ Consumer Intake, Field Intake, and Appeals, Recruitment, Training and Seizures (ARTS)",Legal Affairs,F,73938,85029,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division
External,1,"Senior Supervising Attorney â€“ Consumer Intake, Field Intake, and Appeals, Recruitment, Training and Seizures (ARTS)",Legal Affairs,F,73938,85029,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division
External,1,Senior Construction Manager,"Engineering, Architecture, & Planning",F,69963,118610,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure
Internal,1,Senior Construction Manager,"Engineering, Architecture, & Planning",F,69963,118610,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure
External,1,Director of LGBTQ Equity,Constituent Services & Community Programs Social Services,F,63031,110000,Annual,"150 William Street, New York N",Office of Equity
Internal,1,Director of LGBTQ Equity,Constituent Services & Community Programs Social Services,F,63031,110000,Annual,"150 William Street, New York N",Office of Equity
External,1,QUALITY ASSURANCE MANAGER,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,63031,168433,Annual,150-14 Jamaica Ave,Police Lab/Civilian
Internal,1,QUALITY ASSURANCE MANAGER,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,63031,168433,Annual,150-14 Jamaica Ave,Police Lab/Civilian
External,1,"Supervisor, Bluebelt Planning","Policy, Research & Analysis",F,73305,84301,Annual,59-17 Junction Blvd Corona Ny,Blue Belt Unit
Internal,1,"Supervisor, Bluebelt Planning","Policy, Research & Analysis",F,73305,84301,Annual,59-17 Junction Blvd Corona Ny,Blue Belt Unit
External,1,"City Research Scientist, Bluebelt Planning","Policy, Research & Analysis",F,62272,68499,Annual,59-17 Junction Blvd Corona Ny,Blue Belt Unit
Internal,1,"City Research Scientist, Bluebelt Planning","Policy, Research & Analysis",F,62272,68499,Annual,59-17 Junction Blvd Corona Ny,Blue Belt Unit
Internal,2,CITY MEDICAL SPECIALIST (PART-TIME) I,Health,P,73.37,78.59,Hourly,"44 Beaver St., N.Y.",Medical Office
External,2,CITY MEDICAL SPECIALIST (PART-TIME) I,Health,P,73.37,78.59,Hourly,"44 Beaver St., N.Y.",Medical Office
External,1,Data Analytics Manager,"Technology, Data & Innovation",F,56990,107424,Annual,253 Broadway New York Ny,MODA-Mayor's Off Data Analytic
Internal,1,Data Analytics Manager,"Technology, Data & Innovation",F,56990,107424,Annual,253 Broadway New York Ny,MODA-Mayor's Off Data Analytic
Internal,1,Senior Director of Application Development Practices,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Technology, Data & Innovation Policy, Research & Analysis",F,115000,135000,Annual,"120 Broadway, New York, NY",ITD- CIO Office
External,1,Senior Director of Application Development Practices,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Technology, Data & Innovation Policy, Research & Analysis",F,115000,135000,Annual,"120 Broadway, New York, NY",ITD- CIO Office
External,2,Construction Safety and Quality Inspector,"Engineering, Architecture, & Planning",F,69963,118610,Annual,"Construction, Safety & Quality",Const. Safety & Quality Dept
Internal,2,Construction Safety and Quality Inspector,"Engineering, Architecture, & Planning",F,69963,118610,Annual,"Construction, Safety & Quality",Const. Safety & Quality Dept
External,1,Analysis and Reporting Analyst,"Policy, Research & Analysis",F,82008,107770,Annual,Analysis & Reporting,Analysis & Reporting Dept
Internal,1,Analysis and Reporting Analyst,"Policy, Research & Analysis",F,82008,107770,Annual,Analysis & Reporting,Analysis & Reporting Dept
Internal,1,Senior Financial Reporting Investment Analyst,"Finance, Accounting, & Procurement",F,80000,95000,Annual,"1 Centre St., N.Y.",Asset Management
External,1,Senior Financial Reporting Investment Analyst,"Finance, Accounting, & Procurement",F,80000,95000,Annual,"1 Centre St., N.Y.",Asset Management
External,1,Stationary Engineer,Health,F,60.84,60.84,Hourly,421 East 26th Street NY NY,OCME-Admin
Internal,1,Stationary Engineer,Health,F,60.84,60.84,Hourly,421 East 26th Street NY NY,OCME-Admin
External,14,Auto Mechanic,Building Operations & Maintenance,F,277.04,322.4,Daily,NYC - All Boroughs,RRM Fleet (Harper St)
Internal,14,Auto Mechanic,Building Operations & Maintenance,F,277.04,322.4,Daily,NYC - All Boroughs,RRM Fleet (Harper St)
External,1,Rubber Tire Repairer,Building Operations & Maintenance,F,223.6,223.6,Daily,"32-11 Harper St., Corona, N.Y.",RRM Fleet (Harper St)
Internal,1,Rubber Tire Repairer,Building Operations & Maintenance,F,223.6,223.6,Daily,"32-11 Harper St., Corona, N.Y.",RRM Fleet (Harper St)
Internal,1,black smith's helper,Building Operations & Maintenance,F,289.44,289.44,Daily,55 Water St Ny Ny,RRM Fleet (Brooklyn)
External,1,black smith's helper,Building Operations & Maintenance,F,289.44,289.44,Daily,55 Water St Ny Ny,RRM Fleet (Brooklyn)
External,1,Machinist's Helper,Building Operations & Maintenance,F,32.7,38.05,Hourly,"356 Flushing Ave, Brooklyn",Central Brookly City Operation
Internal,1,Machinist's Helper,Building Operations & Maintenance,F,32.7,38.05,Hourly,"356 Flushing Ave, Brooklyn",Central Brookly City Operation
Internal,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",F,49916,60447,Annual,96-05 Horace Harding Expway,Structural Engineering - IFA
External,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",F,49916,60447,Annual,96-05 Horace Harding Expway,Structural Engineering - IFA
External,1,Assistant for Economic Development,"Technology, Data & Innovation",F,49722,73377,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens
Internal,1,Assistant for Economic Development,"Technology, Data & Innovation",F,49722,73377,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens
External,1,"OTPS Program Coordinator, Bureau of Environmental Sciences and Engineering","Finance, Accounting, & Procurement Health",F,58263,70770.24,Annual,42-09 28th Street,Public Health Engineering
Internal,1,"OTPS Program Coordinator, Bureau of Environmental Sciences and Engineering","Finance, Accounting, & Procurement Health",F,58263,70770.24,Annual,42-09 28th Street,Public Health Engineering
External,1,Director,"Technology, Data & Innovation",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,ITS
Internal,1,Director,"Technology, Data & Innovation",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,ITS
Internal,1,FAP Clinical Consultant,Social Services,F,70900,84547,Annual,"150 William Street, New York N",Family assessment Program-YFJ
Internal,1,"Water Ecologist Trainee, Bureau of Environmental Sciences and Engineering","Health Public Safety, Inspections, & Enforcement",F,38071,43782,Annual,"1 Court Square, Queens",Public Health Engineering
External,1,"Water Ecologist Trainee, Bureau of Environmental Sciences and Engineering","Health Public Safety, Inspections, & Enforcement",F,38071,43782,Annual,"1 Court Square, Queens",Public Health Engineering
External,1,Executive Director,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Infra-Executive
Internal,1,Executive Director,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Infra-Executive
External,1,Assistant General Counsel,Legal Affairs,F,58716,89638,Annual,55 Water St Ny Ny,Legal Affairs
Internal,1,Assistant General Counsel,Legal Affairs,F,58716,89638,Annual,55 Water St Ny Ny,Legal Affairs
External,1,Program Officer,"Policy, Research & Analysis Social Services",F,73305,86288,Annual,"150 William Street, New York N",Dpty Comm Fmly Spprt Svcs(Fss
Internal,1,Program Officer,"Policy, Research & Analysis Social Services",F,73305,86288,Annual,"150 William Street, New York N",Dpty Comm Fmly Spprt Svcs(Fss
Internal,1,Communications Director,Constituent Services & Community Programs,F,56990,156829,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd
External,1,PAYMENT ANALYST,"Finance, Accounting, & Procurement",F,49488,79971,Annual,59-17 Junction Blvd Corona Ny,Administration/Audits Account
Internal,1,PAYMENT ANALYST,"Finance, Accounting, & Procurement",F,49488,79971,Annual,59-17 Junction Blvd Corona Ny,Administration/Audits Account
Internal,1,Program Manager,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,65731,75591,Annual,75-20 Astoria Blvd,Org. Learn. & Dev.
External,1,Program Manager,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,65731,75591,Annual,75-20 Astoria Blvd,Org. Learn. & Dev.
Internal,1,Human Resources Generalist,Administration & Human Resources,F,44142,50763,Annual,"2 Lafayette St., N.Y.",Human Resources
External,1,Human Resources Generalist,Administration & Human Resources,F,44142,50763,Annual,"2 Lafayette St., N.Y.",Human Resources
External,13,Engagement Specialist,Social Services,F,37217,46969,Annual,"492 First Avenue, New York, Ny",Placement Services - FPS
Internal,13,Engagement Specialist,Social Services,F,37217,46969,Annual,"492 First Avenue, New York, Ny",Placement Services - FPS
External,1,Assistant Landscape Architect,"Engineering, Architecture, & Planning",F,55416,83151,Annual,"1 Centre St., N.Y.",FAC MGMT/BS_MAN MUNI BLDG
Internal,1,Assistant Landscape Architect,"Engineering, Architecture, & Planning",F,55416,83151,Annual,"1 Centre St., N.Y.",FAC MGMT/BS_MAN MUNI BLDG
External,1,Assistant General Counsel,Legal Affairs,F,69176,103663,Annual,55 Water St Ny Ny,Legal Affairs
Internal,1,Assistant General Counsel,Legal Affairs,F,69176,103663,Annual,55 Water St Ny Ny,Legal Affairs
Internal,1,Assistant General Counsel,Legal Affairs,F,77114,113841,Annual,55 Water St Ny Ny,Legal Affairs
External,1,Assistant General Counsel,Legal Affairs,F,77114,113841,Annual,55 Water St Ny Ny,Legal Affairs
Internal,1,Assistant General Counsel,Legal Affairs,F,60433,73375,Annual,55 Water St Ny Ny,Legal Affairs
External,1,Assistant General Counsel,Legal Affairs,F,60433,73375,Annual,55 Water St Ny Ny,Legal Affairs
Internal,1,Family Assessment Specialist,Social Services,F,70900,84547,Annual,"345 Adams St., Brooklyn",Family assessment Program-YFJ
External,1,Scheduling Supervisor,Health,F,49390,64800,Annual,"90-37 Parsons Blvd., Queens",Early Intervention
